session_id	original_session_id
ses-1402071ls+1+1+1	ses-1402071ls_1_1_1
ses-1402071ls+3+1+1	ses-1402071ls_3_1_1
ses-1402071pi+1+1+1	ses-1402071pi_1_1_1
ses-1402071pi+2+4+2	ses-1402071pi_2_4_2
ses-1402071pi+3+3+2	ses-1402071pi_3_3_2
ses-1402071pi+4+2+2	ses-1402071pi_4_2_2
ses-1402072ls+1+1+1	ses-1402072ls_1_1_1
ses-1402072ls+2+1+1	ses-1402072ls_2_1_1
ses-1402072mg+3+2+2	ses-1402072mg_3_2_2
ses-1402072pi+1+1+2	ses-1402072pi_1_1_2
ses-1402072pi+4+2+2	ses-1402072pi_4_2_2
ses-1402073ls+1+1+1	ses-1402073ls_1_1_1
ses-1402074ls+2+1+1	ses-1402074ls_2_1_1
