name	electrode_name	type	units	sampling_frequency	stream_id	recording_mode
Micropipette	Micropipette	IM	V	50000.00000000001	Vm_0,Vm_1,Vm_2,Vm_3,Vm_4,Vm_5,Vm_6,Vm_7,Vm_8,Vm_9	current-clamp
