name	electrode_name	type	units	sampling_frequency	stream_id	recording_mode
Micropipette	Micropipette	IM	V	99999.99999999999	Vm_0,Vm_1,Vm_10,Vm_11,Vm_12,Vm_13,Vm_14,Vm_15,Vm_16,Vm_17,Vm_18,Vm_19,Vm_2,Vm_20,Vm_21,Vm_22,Vm_23,Vm_24,Vm_25,Vm_26,Vm_27,Vm_28,Vm_29,Vm_3,Vm_30,Vm_31,Vm_32,Vm_33,Vm_34,Vm_35,Vm_36,Vm_37,Vm_38,Vm_39,Vm_4,Vm_40,Vm_41,Vm_42,Vm_43,Vm_44,Vm_45,Vm_46,Vm_47,Vm_48,Vm_49,Vm_5,Vm_6,Vm_7,Vm_8,Vm_9	current-clamp
