name	electrode_name	type	units	sampling_frequency	stream_id	recording_mode
Micropipette	Micropipette	IM	V	49999.999999999985	Vm_0,Vm_1,Vm_10,Vm_11,Vm_12,Vm_13,Vm_14,Vm_15,Vm_16,Vm_2,Vm_3,Vm_4,Vm_5,Vm_6,Vm_7,Vm_8,Vm_9	current-clamp
